TestData 1 (pathid=0),PIC,Input Data,Hex Format,Alt Data,Alt Hex Data,isInt,isArbitrary
EXEC: 0:CICS:Get:0: 0
RACUST1::/LASTCUSTNUM,S9(8),"'68427777'","'04142001'","","",true,true,
RACUST1::/WS-RESP,S9(8),"'68427777'","'04142001'","","",true,false,
RACUST1::/DFHEIBLK/EIBTIME,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBDATE,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBTRNID,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBTASKN,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBTRMID,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/DFHEIGDI,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBCPOSN,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBCALEN,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBAID,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFN,X(2),"'AA'","'c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRCODE,X(6),"'AAAAAA'","'c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBDS,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBREQID,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRSRCE,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSYNC,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFREE,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRECV,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFIL01,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBATT,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBEOC,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFMH,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBCOMPL,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSIG,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBCONF,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBERR,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBERRCD,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSYNRB,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBNODAT,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRESP,S9(8),"'00000001'","'f0f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBRESP2,S9(8),"'00000001'","'f0f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBRLDBK,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK,,"'000000A000000AAAAA000000AAAAA000A000A000AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA0000000A0000000AA'","'f0f0f0f0f0f0c1f0f0f0f0f0f0c1c1c1c1c1f0f0f0f0f0f0c1c1c1c1c1f0f0f0c1f0f0f0c1f0f0f0c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1f0f0f0f0f0f0f0c1f0f0f0f0f0f0f0c1c1'","","",false,true,

TestData 2 (pathid=1),PIC,Input Data,Hex Format,Alt Data,Alt Hex Data,isInt,isArbitrary
EXEC: 0:CICS:Get:0: 0
RACUST1::/LASTCUSTNUM,S9(8),"'68427777'","'04142001'","","",true,true,
RACUST1::/WS-RESP,S9(8),"'00000000'","'00000000'","","",true,false,
RACUST1::/DFHEIBLK/EIBTIME,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBDATE,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBTRNID,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBTASKN,S9(7),"'0000001'","'f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBTRMID,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/DFHEIGDI,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBCPOSN,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBCALEN,S9(4),"'0001'","'f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBAID,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFN,X(2),"'AA'","'c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRCODE,X(6),"'AAAAAA'","'c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBDS,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBREQID,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRSRCE,X(8),"'AAAAAAAA'","'c1c1c1c1c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSYNC,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFREE,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRECV,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFIL01,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBATT,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBEOC,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBFMH,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBCOMPL,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSIG,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBCONF,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBERR,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBERRCD,X(4),"'AAAA'","'c1c1c1c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBSYNRB,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBNODAT,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK/EIBRESP,S9(8),"'00000001'","'f0f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBRESP2,S9(8),"'00000001'","'f0f0f0f0f0f0f0c1'","","",true,true,
RACUST1::/DFHEIBLK/EIBRLDBK,X(1),"'A'","'c1'","","",false,true,
RACUST1::/DFHEIBLK,,"'000000A000000AAAAA000000AAAAA000A000A000AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA0000000A0000000AA'","'f0f0f0f0f0f0c1f0f0f0f0f0f0c1c1c1c1c1f0f0f0f0f0f0c1c1c1c1c1f0f0f0c1f0f0f0c1f0f0f0c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1f0f0f0f0f0f0f0c1f0f0f0f0f0f0f0c1c1'","","",false,true,

